data,value
21,129.3
21,129.3
21,129.3
21,129.3
21,129.3
21,129.3
21,129.3
21,129.3
21,129.3
21,129.3
21,129.3
21,129.3
21,129.3
21,129.3
21,128.6
21,128.6
21,128.6
21,128.6
